VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL12101,Lagos,Mercedes-Benz,GL-Class GL 450,"2,008",Black,7.00,Foreign Used,
VHL11353,Lagos,Maserati,Ghibli,"2,015",White,29.00,Foreign Used,"49,000"
VHL19000,Ibadan,Lexus,ES 350,"2,008",Silver,4.40,Foreign Used,"78,000"
VHL14267,Abuja,Hyundai,Santa Fe Limited,"2,012",Gold,2.85,Nigerian Used,
VHL15532,Lagos,GAC,GA3,"2,019",Black,7.90,,"1,884"
VHL15363,Lagos,Mercedes-Benz,GLE-Class,"2,017",Black,44.50,Foreign Used,
VHL15761,Abuja,Ford,Ford Escape,"2,020",Black,28.50,Brand New,"82,000"
VHL12473,Abuja,Lexus,RX,"2,019",White,24.00,Foreign Used,"12,345"
VHL17229,Lagos,Lexus,ES 350,"2,009",Red,4.65,Foreign Used,"171,212"
VHL10127,Abuja,Porsche,Panamera,"2,019",White,78.00,Foreign Used,"11,000"
VHL13296,Ibadan,Toyota,Corolla,"2,009",Black,3.75,Foreign Used,"98,000"
VHL18533,Lagos,Nissan,Almera,"2,000",Green,1.80,Foreign Used,"131,730"
VHL18928,Abuja,Toyota,Highlander,"2,009",Black,4.78,Nigerian Used,"87,000"
VHL17305,Lagos,Toyota,Highlander Limited 3.5l 4WD,"2,013",Gray,8.50,Foreign Used,"64,000"
VHL11022,Abuja,Toyota,RAV4,"2,010",Silver,2.80,Nigerian Used,
VHL16666,Abuja,Mercedes-Benz,S-Class S 500 4MATIC (W221),"2,008",Silver,7.00,Foreign Used,
VHL11360,Lagos,Toyota,Tacoma,"2,010",White,8.55,Foreign Used,
VHL14278,Abuja,Lexus,ES 330,"2,006",White,3.75,Foreign Used,"153,000"
VHL15968,Abuja,Mercedes-Benz,GL-Class,"2,014",Gray,14.00,Foreign Used,
VHL15544,Lagos,Mercedes-Benz,GL-Class,"2,008",White,6.00,Foreign Used,
VHL18111,Abuja,Toyota,Camry,"2,016",Gray,7.00,Foreign Used,"65,000"
VHL19330,Abuja,Mercedes-Benz,GL-Class GL 450,"2,008",Blue,5.63,Foreign Used,"140,038"
VHL11683,Abuja,Lexus,RX 300 4WD,"2,000",Red,1.60,Nigerian Used,
VHL16443,Ibadan,Mini,Mini,"2,005",Green,2.00,Nigerian Used,
VHL15738,Lagos,Lexus,LX,"2,021",Black,98.00,Brand New,75
VHL10723,Abuja,Mercedes-Benz,M Class ML 350 TEC 4Matic,"2,012",Gray,13.50,Foreign Used,"64,108"
VHL16243,Abuja,Toyota,Camry LE FWD (2.5L 4cyl 8AM),"2,018",White,13.00,Foreign Used,"16,823"
VHL12497,Abuja,Toyota,Corolla,"2,010",Blue,3.50,Nigerian Used,"147,194"
VHL17104,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Gray,12.50,Foreign Used,"60,000"
VHL13557,Ibadan,Toyota,Camry,"2,006",Silver,2.40,Foreign Used,"96,000"
VHL12496,Abuja,Nissan,Pathfinder SE 4x4,"2,008",Gray,2.50,Nigerian Used,
VHL12827,Lagos,Hyundai,Sonata,"2,013",Black,2.40,Nigerian Used,"150,000"
VHL14396,Lagos,Toyota,4-Runner Limited 4X2,"2,018",Gray,19.00,Foreign Used,"31,000"
VHL18866,Lagos,Toyota,Highlander 3.5L 4WD,"2,013",White,6.19,Nigerian Used,"123,597"
VHL17172,Lagos,Toyota,Venza XLE AWD V6,"2,013",Gray,9.65,Foreign Used,
VHL15852,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,011",White,6.60,Foreign Used,"68,000"
VHL16588,Abuja,BMW,X3,"2,006",Silver,2.80,Foreign Used,"41,521"
VHL18440,Lagos,Toyota,Venza LE FWD,"2,013",Silver,8.20,Foreign Used,
VHL18189,Lagos,Mercedes-Benz,C300,"2,015",Blue,13.50,Foreign Used,"85,000"
VHL19012,Abuja,Lexus,RX 350 AWD,"2,016",Blue,18.90,Foreign Used,"48,000"
VHL19620,Ibadan,Lexus,GS 300 AWD,"2,006",Silver,4.25,Nigerian Used,"143,224"
VHL18506,Lagos,Toyota,Camry 2.4 CE Automatic,"2,008",Red,3.50,Foreign Used,"74,690"
VHL12042,Abuja,Mercedes-Benz,M Class,"2,014",White,12.50,Foreign Used,"42,000"
VHL14995,Abuja,Toyota,Venza V6,"2,010",Silver,4.85,Nigerian Used,
VHL18001,Abuja,Toyota,Camry,"2,013",Silver,5.60,Foreign Used,
VHL17742,Abuja,Mercedes-Benz,GLC-Class,"2,017",Gray,17.60,Foreign Used,"40,000"
VHL15311,Lagos,Lexus,ES 350,"2,008",Black,4.48,Foreign Used,"98,560"
VHL15826,Abuja,Mercedes-Benz,C230,"2,006",White,2.90,Foreign Used,"118,320"
VHL17157,Lagos,Honda,Pilot,"2,011",Black,2.59,Nigerian Used,"166,352"
VHL12660,Abuja,Ford,Edge,"2,014",Black,5.20,Nigerian Used,"42,100"
VHL12703,Lagos,Mercedes-Benz,C300,"2,010",Gold,4.21,,"146,891"
VHL12563,Lagos,Lexus,GX,"2,018",Black,32.00,Foreign Used,"21,523"
VHL14176,Ibadan,Honda,Accord,"2,019",Black,11.00,Foreign Used,"68,000"
VHL10791,Abuja,Toyota,Hilux,"2,021",White,26.00,Brand New,
VHL14417,Abuja,Toyota,Camry,"2,004",Red,2.55,Foreign Used,"85,000"
VHL17517,Lagos,Toyota,Tacoma 4dr Double Cab,"2,016",Silver,16.60,Foreign Used,"42,000"
VHL19807,Abuja,Toyota,Sienna,"2,008",Gray,3.70,Foreign Used,"46,357"
VHL14543,Abuja,Mercedes-Benz,GLA 250,"2,016",Black,11.00,Nigerian Used,
VHL13954,Abuja,Honda,Accord 2.4 Exec Automatic,"2,007",Silver,2.90,Foreign Used,
VHL19190,Abuja,Mercedes-Benz,GLE-Class,"2,018",Silver,20.00,Foreign Used,"54,870"
VHL14770,Lagos,Acura,MDX,"2,008",Gray,4.50,Foreign Used,"81,242"
VHL15585,Lagos,Lexus,ES 350,"2,008",Gray,4.68,Foreign Used,"84,942"
VHL10331,Abuja,Toyota,Land Cruiser Prado 4 i,"2,012",Black,13.50,Nigerian Used,"82,220"
VHL12277,Abuja,Toyota,Camry,"2,018",Silver,,Nigerian Used,"33,794"
VHL16824,Abuja,Land Rover,Rover Lr2 Base,"2,012",Black,6.50,Nigerian Used,"65,231"
VHL13045,Lagos,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,9.80,Foreign Used,"35,488"
VHL18267,Abuja,Toyota,Corolla,"2,014",Gray,6.80,Foreign Used,"82,904"
VHL19595,Lagos,Lexus,ES 350 FWD,"2,015",Blue,8.50,Nigerian Used,"76,096"
VHL16598,Lagos,Toyota,4-Runner,"2,007",Silver,5.80,Foreign Used,"70,000"
VHL10656,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Black,13.50,Foreign Used,"56,000"
VHL11936,Abuja,Hyundai,Elantra Touring SE Automatic,"2,010",Silver,2.10,Nigerian Used,"106,325"
VHL18355,Abuja,Mercedes-Benz,C63,"2,018",Black,29.50,Foreign Used,
VHL12924,Ibadan,Toyota,4-Runner Limited 4WD,"2,012",Silver,13.00,Foreign Used,"63,500"
VHL10308,Lagos,Toyota,Camry,"2,013",Black,4.30,Nigerian Used,"88,347"
VHL11718,Abuja,Mercedes-Benz,E320,"2,005",Black,2.03,Nigerian Used,"62,056"
VHL19593,Lagos,Lexus,RX 350L 4WD,"2,020",Gray,29.00,Foreign Used,
VHL16703,Abuja,Mazda,CX-7,"2,010",Blue,2.60,Nigerian Used,
VHL16808,Abuja,Toyota,Camry,"2,006",Red,2.95,Foreign Used,"98,000"
VHL16782,Lagos,Mercedes-Benz,CLA-Class,"2,014",Black,11.80,Foreign Used,"74,528"
VHL12780,Abuja,Land Rover,Range Rover,"2,013",Black,23.00,Nigerian Used,"109,000"
VHL16039,Ibadan,Toyota,Matrix Hatchback 1.8 16V AWD,"2,007",Silver,2.75,Nigerian Used,"132,660"
VHL11812,Abuja,Toyota,Camry,"2,004",Silver,1.45,Nigerian Used,"72,000"
VHL14142,Lagos,Toyota,Camry,"2,013",Black,5.00,Foreign Used,"108,564"
VHL13780,Abuja,Audi,A3,"2,018",Black,14.50,Foreign Used,"45,124"
VHL13941,Abuja,Toyota,Camry,"2,011",Gold,2.80,Nigerian Used,"124,000"
VHL11662,Abuja,Mercedes-Benz,GLK-Class,"2,015",White,11.30,Foreign Used,
VHL18506,Abuja,Hyundai,Santa Fe,"2,014",Gray,6.00,Foreign Used,"78,412"
VHL14949,Abuja,Mercedes-Benz,E350,"2,014",Green,10.45,Foreign Used,"65,214"
VHL18277,Lagos,Lexus,ES 330,"2,005",Black,3.30,Foreign Used,
VHL16450,Abuja,Toyota,Corolla,"2,008",Blue,3.70,Foreign Used,"80,000"
VHL17033,Abuja,Lexus,GX 470,"2,004",Black,4.30,Foreign Used,"80,000"
VHL17539,Lagos,Mercedes-Benz,GL Class,"2,014",Black,14.70,Foreign Used,"45,000"
VHL10915,Lagos,Lexus,ES 350,"2,009",Brown,4.70,Foreign Used,
VHL18457,Abuja,Toyota,Land Cruiser Prado 4,"2,021",Black,42.00,Brand New,394
VHL13331,Ibadan,Toyota,Venza,"2,010",Silver,6.75,Foreign Used,"177,539"
VHL11762,Abuja,Land Rover,Range Rover Sport,"2,015",Black,26.00,Foreign Used,"12,315"
VHL11875,Abuja,Honda,Accord 2.4 LX Automatic,"2,008",Silver,3.20,Foreign Used,
VHL19197,Abuja,Mercedes-Benz,C300,"2,013",White,6.85,Foreign Used,"50,000"
VHL16110,Abuja,Lexus,ES,"2,006",Gray,2.35,Nigerian Used,"100,001"
VHL19286,Lagos,Mercedes-Benz,GL-Class GL 450,"2,011",Black,9.30,Foreign Used,
VHL14425,Abuja,Mercedes-Benz,C280,"2,007",Black,1.57,Nigerian Used,"82,695"
VHL18437,Lagos,Maserati,GranSport,"2,018",White,42.00,Foreign Used,"7,456"
VHL19262,Ibadan,Hyundai,Sonata,"2,012",Red,4.50,Foreign Used,"60,123"
VHL12350,Lagos,Toyota,Tacoma,"2,015",Gray,14.50,Foreign Used,
VHL19561,Ibadan,Toyota,Corolla,"2,012",Silver,4.30,Foreign Used,"82,000"
VHL15176,Lagos,Mercedes-Benz,M Class,"2,014",Black,9.80,Foreign Used,"41,921"
VHL19533,Abuja,Land Rover,Range Rover Evoque,"2,015",White,16.01,Foreign Used,
VHL14002,Abuja,Mercedes-Benz,GL-Class GL 450,"2,012",Black,13.50,Foreign Used,"86,521"
VHL13676,Abuja,Toyota,RAV4 1.8,"2,007",Blue,2.75,Nigerian Used,"125,787"
VHL16261,Lagos,Toyota,Tacoma,"2,005",Gold,5.15,Foreign Used,"94,525"
VHL19187,Lagos,Toyota,Camry 2.4 LE,"2,008",Silver,3.60,Foreign Used,"98,442"
VHL11898,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,12.30,Foreign Used,
VHL19255,Abuja,Mercedes-Benz,E350,"2,010",White,5.50,Foreign Used,
VHL12968,Abuja,Mercedes-Benz,C450,"2,016",Black,21.00,Foreign Used,"68,000"
VHL12471,Abuja,Toyota,Corolla,"2,009",Gray,3.70,Foreign Used,
VHL16385,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,011",Blue,7.50,Foreign Used,"81,572"
VHL17040,Lagos,Toyota,Highlander Limited V6 4x4,"2,006",Gold,4.80,Foreign Used,"61,232"
VHL17251,Abuja,Peugeot,407,"2,005",Black,1.65,Nigerian Used,
VHL13446,Lagos,Toyota,Camry,"2,007",Black,3.30,Foreign Used,"23,199"
VHL10766,Abuja,Ford,Taurus,"2,014",Black,5.85,Foreign Used,
VHL11764,Lagos,Mercedes-Benz,M Class,"2,015",White,15.00,Foreign Used,"65,000"
VHL11140,Abuja,Toyota,Sienna,"2,008",Gold,2.70,Nigerian Used,
VHL15159,Lagos,Toyota,Camry,"2,017",Silver,7.80,Foreign Used,"54,844"
VHL16074,Lagos,Ford,Explorer,"2,011",Black,10.00,Foreign Used,
VHL11162,Abuja,Mercedes-Benz,GL-Class,"2,015",White,23.00,Foreign Used,
VHL13954,Abuja,Mercedes-Benz,C450,"2,016",White,20.50,Foreign Used,"59,000"
VHL14508,Abuja,Lexus,GX,"2,017",Gray,28.50,Foreign Used,"46,322"
VHL10440,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Black,12.30,Foreign Used,"48,585"
VHL14930,Lagos,Lexus,ES,"2,011",Black,5.85,Foreign Used,
VHL16325,Lagos,Toyota,Camry,"2,014",Black,4.60,Foreign Used,"980,001"
VHL14718,Lagos,Mercedes-Benz,GLS-Class GLS550 4Matic,"2,017",Silver,34.50,Foreign Used,
VHL18122,Abuja,Toyota,Camry,"2,010",Black,2.80,Nigerian Used,"80,000"
VHL12427,Abuja,Mercedes-Benz,C300,"2,014",Black,3.90,Nigerian Used,"60,000"
VHL19054,Abuja,Toyota,Camry,"2,019",Gray,8.80,Foreign Used,
VHL14457,Ibadan,Toyota,Sienna Limited 7 Passenger,"2,011",Blue,5.50,Foreign Used,
VHL15717,Lagos,Lexus,RX 350 AWD,"2,013",White,12.50,Foreign Used,"95,000"
VHL18415,Ibadan,Toyota,Tacoma Double Cab V6 4WD,"2,005",Gold,6.50,Foreign Used,"122,000"
VHL18920,Abuja,Toyota,Highlander XLE AWD,"2,020",Gray,37.00,Foreign Used,
VHL12175,Ibadan,Hyundai,Tucson GLS AWD,"2,013",Black,8.80,Foreign Used,"60,893"
VHL18505,Lagos,Lexus,GS,"2,008",Black,3.71,,"191,411"
VHL15376,Abuja,Mercedes-Benz,M Class,"2,009",Black,5.90,Foreign Used,"86,333"
VHL17005,Abuja,Mercedes-Benz,C400,"2,015",Gray,16.90,Foreign Used,"86,322"
VHL12687,Lagos,Ford,Edge,"2,011",Black,3.94,Foreign Used,"186,725"
VHL14250,Abuja,Mercedes-Benz,GLA-Class,"2,019",Blue,15.00,Foreign Used,"81,000"
VHL17724,Abuja,Lexus,RX 350 AWD,"2,012",Gold,7.50,Nigerian Used,"75,737"
VHL17701,Abuja,Toyota,Highlander Limited V6 FWD,"2,004",Red,2.60,Foreign Used,"108,890"
VHL13646,Lagos,Toyota,Highlander Limited 3.5l 4WD,"2,013",Silver,9.88,Foreign Used,"89,000"
VHL10942,Ibadan,Toyota,Hilux SR5 4x4,"2,018",White,22.00,Foreign Used,"35,000"
VHL15616,Abuja,Toyota,Corolla,"2,013",Gray,3.85,Nigerian Used,
VHL12929,Abuja,BMW,X3,"2,007",White,4.20,Foreign Used,
VHL18840,Abuja,Lexus,IS,"2,006",Black,3.59,,"227,483"
VHL18553,Abuja,Toyota,RAV4,"2,017",Purple,9.60,Foreign Used,"96,000"
VHL14570,Lagos,Toyota,Highlander,"2,015",Black,10.50,Foreign Used,"76,815"
VHL19932,Lagos,Lexus,ES 350,"2,010",White,5.25,Foreign Used,
VHL17011,Lagos,Lexus,GX 460 Luxury,"2,016",Silver,19.50,Nigerian Used,"68,238"
VHL10976,Lagos,Lexus,RX 350,"2,010",Black,9.70,Foreign Used,"74,100"
VHL10978,Lagos,Toyota,Camry,"2,021",Black,32.00,Brand New,
VHL17641,Abuja,BMW,540i,"2,018",Gray,32.00,Foreign Used,"25,000"
VHL14906,Lagos,Lexus,IS 250,"2,010",Black,5.20,Foreign Used,"61,000"
VHL16944,Lagos,Mercedes-Benz,Viano,"2,002",Gray,1.69,Nigerian Used,"225,111"
VHL16821,Abuja,Honda,Accord,"2,009",Black,2.50,Nigerian Used,"75,245"
VHL18121,Lagos,Toyota,Highlander Limited,"2,010",Silver,7.00,Foreign Used,"65,172"
VHL11066,Lagos,Toyota,4-Runner Limited 4x4,"2,004",Green,3.90,Foreign Used,"68,521"
VHL11338,Lagos,Lexus,RX 350,"2,011",Black,9.55,Foreign Used,"89,000"
VHL13660,Lagos,Lexus,RX,"2,020",Gray,26.00,Foreign Used,
VHL19518,Lagos,Lexus,GS,"2,006",Black,3.62,,"147,574"
VHL13819,Lagos,Toyota,RAV4,"2,014",Red,8.50,Foreign Used,
VHL18009,Lagos,Toyota,C-Hr,"2,018",Gray,15.50,Foreign Used,
VHL19369,Ibadan,Toyota,Camry,"2,011",Red,3.94,Nigerian Used,"280,121"
VHL19554,Ibadan,Mercedes-Benz,C300,"2,009",Black,4.80,Foreign Used,
VHL13351,Lagos,Lexus,ES 350,"2,008",Black,4.50,Foreign Used,"23,166"
VHL14078,Lagos,Lexus,ES 350,"2,008",Gray,4.90,Foreign Used,"80,000"
VHL16981,Abuja,Toyota,Camry,"2,013",Black,5.30,Nigerian Used,"42,132"
VHL15621,Lagos,Toyota,Camry,"2,011",Gray,4.50,Foreign Used,
VHL18115,Abuja,Toyota,Land Cruiser Prado 4 I,"2,012",Black,12.50,Foreign Used,
VHL18854,Ibadan,Toyota,Corolla,"2,015",Black,5.85,Foreign Used,"125,000"
VHL17057,Abuja,Toyota,Matrix,"2,010",Gray,2.55,Nigerian Used,"101,800"
VHL17849,Lagos,Lexus,ES 350,"2,012",Gray,4.80,Nigerian Used,"84,000"
VHL10858,Abuja,Toyota,4-Runner Limited 4x4 V6,"2,009",Black,6.10,Foreign Used,
VHL15218,Lagos,Toyota,Venza,"2,010",Silver,8.30,Foreign Used,"31,425"
VHL13375,Lagos,Toyota,RAV4 Limited V6,"2,008",Gold,3.95,Foreign Used,
VHL15701,Lagos,Lexus,RX 350 FWD,"2,017",Purple,19.50,Foreign Used,"11,409"
VHL16359,Lagos,Lexus,IS 250 AWD,"2,007",Silver,3.94,Foreign Used,"128,060"
VHL13484,Lagos,Toyota,Venza V6 AWD,"2,012",Blue,8.30,Foreign Used,
VHL18541,Abuja,Toyota,Avalon,"2,014",Silver,7.60,Foreign Used,"120,000"
VHL17783,Abuja,Toyota,Avalon,"2,014",Black,8.70,Foreign Used,"59,000"
VHL11993,Abuja,Mercedes-Benz,C300,"2,008",Silver,2.50,Nigerian Used,
VHL19229,Lagos,Lexus,RX 350,"2,011",White,9.20,Foreign Used,
VHL13477,Abuja,BMW,X5 3.0D Steptronic,"2,006",Gold,2.80,Foreign Used,
VHL11056,Abuja,Mercedes-Benz,M Class,"2,014",White,14.00,Foreign Used,"38,247"
VHL13148,Lagos,Lexus,ES 350,"2,008",Black,4.70,Foreign Used,
VHL16320,Abuja,Mercedes-Benz,C300,"2,012",Black,3.50,Foreign Used,"150,000"
VHL13141,Lagos,Mercedes-Benz,C300,"2,011",Gray,4.80,Foreign Used,
VHL16414,Abuja,Honda,CR-V,"2,014",Silver,3.70,Nigerian Used,"56,234"
VHL15591,Abuja,Mercedes-Benz,C300,"2,012",Green,6.40,Foreign Used,"50,000"
VHL13183,Abuja,Lexus,GX 460 Luxury,"2,015",Black,19.50,Foreign Used,"41,993"
VHL14611,Abuja,Toyota,Land Cruiser,"2,020",Black,40.00,Brand New,180
VHL12628,Lagos,Hyundai,Elantra,"2,012",Silver,3.15,Nigerian Used,"92,250"
VHL10190,Lagos,Peugeot,607,"2,007",Blue,1.80,Nigerian Used,"437,109"
VHL17909,Lagos,Lexus,ES 350,"2,007",Gray,4.50,Foreign Used,
VHL17965,Lagos,Honda,Pilot,"2,016",Black,11.25,Nigerian Used,"142,904"
VHL13837,Abuja,Toyota,Avalon,"2,013",Black,7.00,Foreign Used,"63,000"
VHL12129,Lagos,Lexus,ES 350 FWD,"2,013",White,8.50,Foreign Used,"109,000"
VHL13086,Abuja,Mercedes-Benz,E550,"2,014",Black,13.00,Foreign Used,
VHL14813,Abuja,Toyota,Avensis 2 Advanced Automatic,"2,012",Black,2.75,Nigerian Used,"160,000"
VHL13282,Lagos,Toyota,Camry,"2,007",Blue,3.55,Foreign Used,
VHL12002,Lagos,Lexus,RX,"2,010",Gray,9.00,Foreign Used,
VHL12873,Abuja,Mercedes-Benz,E300,"2,018",Black,22.00,Nigerian Used,"7,416"
VHL16501,Lagos,Mercedes-Benz,C230,"2,005",Silver,1.91,,"128,725"
VHL12175,Abuja,Mercedes-Benz,C300,"2,009",Black,4.75,,"157,093"
VHL16276,Lagos,Toyota,Corolla,"2,005",Black,1.58,Nigerian Used,"237,522"
VHL10455,Abuja,Ford,Mustang V6 Premium,"2,010",Red,7.00,Foreign Used,"28,000"
VHL14070,Abuja,Toyota,Camry,"2,007",Gold,2.70,Nigerian Used,"161,188"
VHL12030,Lagos,Toyota,Corolla,"2,010",Silver,2.81,Nigerian Used,"211,216"
VHL16784,Abuja,Toyota,Corolla SE,"2,020",Black,12.00,Foreign Used,"52,300"
VHL12261,Lagos,Toyota,Tacoma Double Cab V6 4WD,"2,004",Red,5.10,Foreign Used,"895,623"
VHL13101,Abuja,Toyota,Land Cruiser Prado 2.7,"2,020",Black,35.50,Brand New,
VHL12236,Abuja,Honda,Pilot LX 4x4 (3.5L 6cyl 5A),"2,006",Black,3.45,Foreign Used,"91,857"
VHL14833,Lagos,Lexus,ES,"2,006",Silver,3.40,Foreign Used,
VHL11134,Lagos,Lexus,LX 570 AWD,"2,021",Black,170.00,Brand New,
VHL19088,Lagos,Toyota,Camry,"2,013",Gray,5.40,Foreign Used,"68,000"
VHL17219,Lagos,Lexus,ES 350,"2,011",Black,6.30,Foreign Used,
VHL14882,Lagos,Nissan,Xterra,,Gray,2.36,,"114,267"
VHL11708,Abuja,Toyota,Camry,"2,016",Black,6.30,Foreign Used,
VHL12292,Lagos,Toyota,Highlander Limited 4x4,"2,009",White,5.40,Foreign Used,"108,643"
VHL10647,Lagos,Lexus,ES 350,"2,009",Black,4.30,Foreign Used,"91,000"
VHL12732,Lagos,Toyota,Camry,"2,003",Blue,2.30,Foreign Used,"95,000"
VHL12648,Abuja,Honda,Accord,"2,013",Silver,6.00,Foreign Used,
VHL19893,Abuja,Toyota,Camry,"2,016",Silver,7.20,Foreign Used,"65,800"
VHL11553,Abuja,Toyota,Corolla S,"2,004",Gray,2.90,Foreign Used,
VHL18220,Lagos,Toyota,Corolla,"2,014",Silver,7.31,Foreign Used,"123,105"
VHL11671,Ibadan,Toyota,RAV4,"2,012",Red,6.10,Foreign Used,"125,000"
VHL12909,Abuja,Honda,Civic Sedan EX,"2,013",Gray,3.30,Nigerian Used,"82,547"
VHL16232,Lagos,Lexus,IS 250,"2,008",Gray,4.25,Foreign Used,"87,142"
VHL17223,Lagos,Toyota,4-Runner,"2,016",Black,21.00,Foreign Used,"25,000"
VHL13549,Lagos,Lexus,RX,"2,012",Gray,8.85,Foreign Used,
VHL10849,Abuja,Honda,Accord Coupe EX-L,"2,012",Black,2.95,Foreign Used,"87,000"
VHL10088,Abuja,Toyota,Camry,"2,015",Gray,6.80,Foreign Used,"42,485"
VHL19421,Lagos,Toyota,Sequoia,"2,006",Blue,3.50,Foreign Used,
VHL19780,Abuja,Toyota,Sienna CE,"2,002",Gold,2.70,Foreign Used,
VHL13386,Lagos,Scion,iM Base,"2,016",Red,7.00,Foreign Used,"27,127"
VHL17420,Lagos,Acura,MDX,"2,015",Black,8.70,Foreign Used,"89,632"
VHL12068,Abuja,BMW,328i,"2,009",Gray,1.80,Nigerian Used,
VHL17003,Ibadan,Toyota,Sienna LE AWD,"2,008",Gray,2.95,Foreign Used,"102,000"
VHL12100,Abuja,Ford,F-150 XLT,"2,010",White,7.50,Foreign Used,"95,632"
VHL17098,Abuja,Toyota,Camry,"2,004",Black,1.45,Nigerian Used,
VHL11967,Abuja,Ford,Edge,"2,008",Black,1.90,Nigerian Used,"68,000"
VHL17023,Abuja,BMW,M5,"2,021",Green,95.00,Foreign Used,"4,464"
VHL14153,Lagos,Toyota,Highlander Limited,"2,011",Gray,8.30,Foreign Used,
VHL14127,Lagos,Hyundai,Sonata 2.4 Automatic,"2,008",Red,1.80,Nigerian Used,"182,500"
VHL19538,Ibadan,Lexus,ES 350,"2,008",Red,3.75,Nigerian Used,"87,058"
VHL11414,Lagos,Lexus,ES 350,"2,008",Silver,4.50,Foreign Used,"64,048"
VHL11099,Abuja,Honda,Accord CrossTour,"2,010",Silver,4.50,Foreign Used,"120,000"
VHL11121,Lagos,Volkswagen,Golf,"1,998",Green,1.24,Nigerian Used,"203,234"
VHL10819,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Gray,7.00,Nigerian Used,"27,942"
VHL18604,Abuja,Toyota,Avalon XLS,"2,006",Gray,3.30,Foreign Used,"70,000"
VHL11081,Lagos,Pontiac,Vibe 1.8 AWD,"2,005",Gray,2.85,Foreign Used,
VHL10076,Ibadan,Toyota,Highlander V6 AWD,"2,004",Green,3.70,Foreign Used,
VHL15601,Lagos,Toyota,Tacoma Regular Cab,"2,006",Blue,4.90,Foreign Used,"130,065"
VHL11228,Abuja,Kia,Rio,"2,017",Brown,3.50,Nigerian Used,
VHL11179,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,010",Black,5.06,Nigerian Used,"120,908"
VHL13675,Lagos,Toyota,Tundra,"2,017",Gray,28.50,Foreign Used,"52,000"
VHL19824,Lagos,Toyota,4-Runner Limited 4x4,"2,018",White,23.00,Foreign Used,"19,000"
VHL19379,Lagos,Lexus,RX,"2,010",Blue,8.30,Foreign Used,"38,269"
VHL16905,Abuja,Toyota,Corolla,"2,009",Red,2.80,Nigerian Used,
VHL17227,Lagos,Mercedes-Benz,C43,"2,017",Gray,24.50,Foreign Used,
VHL13383,Lagos,Toyota,Corolla,"2,004",Silver,2.14,Nigerian Used,"401,581"
VHL11688,Abuja,Mercedes-Benz,E350,"2,014",Gray,11.20,Foreign Used,
VHL11784,Ibadan,Lexus,RX 350,"2,008",Blue,4.00,Nigerian Used,"185,652"
VHL14609,Lagos,Toyota,Land Cruiser 4 V6 GX-R,"2,015",Black,25.50,Foreign Used,"58,000"
VHL16651,Abuja,Mercedes-Benz,CLA-Class,"2,015",Gray,11.00,Foreign Used,"50,000"
VHL18593,Abuja,Mazda,CX-9,"2,011",Blue,4.00,Foreign Used,"54,847"
VHL19561,Abuja,Toyota,Land Cruiser Prado,"2,021",Black,37.00,Brand New,213
VHL14699,Ibadan,Toyota,Camry,"2,006",Silver,2.60,Foreign Used,"96,000"
VHL13374,Abuja,Toyota,Camry,"2,005",Black,1.86,Nigerian Used,"195,008"
VHL17282,Abuja,Toyota,Land Cruiser Prado 2.7,"2,020",Black,14.30,Nigerian Used,"58,231"
VHL18982,Lagos,Hyundai,Accent Value Edition,"2,017",Gray,5.00,Foreign Used,"35,000"
VHL17584,Abuja,Toyota,Sienna LE 4dr,"1,998",Black,2.20,Foreign Used,
VHL14586,Abuja,BMW,X5 3.0si,"2,009",Black,2.45,Nigerian Used,"92,000"
VHL14255,Ibadan,Lexus,ES 350,"2,010",Gray,6.00,Foreign Used,"50,111"
VHL14846,Abuja,Nissan,Almera,"2,015",Silver,2.50,Nigerian Used,"100,000"
VHL18772,Abuja,Toyota,Corolla LE,"2,006",Silver,2.10,Nigerian Used,"188,845"
VHL11608,Lagos,Lexus,RX 350 AWD,"2,012",Black,9.20,Foreign Used,"63,423"
VHL11865,Abuja,Mercedes-Benz,C300,"2,016",Gray,13.50,Foreign Used,"39,000"
VHL19322,Abuja,Toyota,Land Cruiser Prado,"2,011",Black,12.50,Nigerian Used,"210,000"
VHL15104,Lagos,Lexus,IS 250 AWD,"2,006",Blue,4.00,Foreign Used,"85,000"
VHL18776,Lagos,Toyota,4-Runner Limited 4x4,"2,018",Gray,23.50,Foreign Used,"43,907"
VHL11920,Lagos,Lexus,ES 350,"2,008",Silver,4.50,Foreign Used,"62,545"
VHL10020,Ibadan,Toyota,Camry,"2,006",Gray,1.65,Nigerian Used,"154,329"
VHL19522,Lagos,Lexus,RX 450H 4WD,"2,021",White,23.80,Foreign Used,"5,443"
